,text,diggCount,createTimeISO,cleaned_text,normalized_text,roberta_label,roberta_score,roberta_sentiment
852,pantesan motor saya susah hidup kalau pagi😌,2,2025-10-11 01:39:48+00:00,pantesan motor saya susah hidup kalau pagi😌,pantesan motor saya susah hidup kalau pagi😌,0.0,0.9991143345832825,0
853,Ramah lingkungan blum tentu ramah pada kendaraan,4,2025-10-09 03:30:00+00:00,ramah lingkungan blum tentu ramah pada kendaraan,ramah lingkungan blum tentu ramah pada kendaraan,1.0,0.8040088415145874,1
854,mulutku diam😭🙏,4,2025-10-09 03:47:56+00:00,mulutku diam😭🙏,mulutku diam😭🙏,0.0,0.9916199445724487,0
855,"menteri bahlil, pelatih kluivert suram bener nih negara",3,2025-10-09 02:22:41+00:00,menteri bahlil  pelatih kluivert suram bener nih negara,menteri bahlil pelatih kluivert suram benar nih negara,0.0,0.9972743391990662,0
856,knp swasta menolak? brrti gak baik gitu aja deh,4,2025-10-09 02:36:14+00:00,knp swasta menolak? brrti gak baik gitu aja deh,kenapa swasta menolak? brrti tidak baik gitu aja deh,0.0,0.9993098974227905,0
857,mau pakai pun tak sudi😹🗿🗿,3,2025-10-10 13:48:23+00:00,mau pakai pun tak sudi😹🗿🗿,mau pakai pun tak sudi😹🗿🗿,0.0,0.99832683801651,0
860,"negara lain diolahnya profesional, jd tidak menimbulkan kerusakan mesin, nha klo indonesia ? aplg dibawah bahlil, cuman dioplos doank ga diolah lg🗿",1,2025-10-12 03:10:30+00:00,negara lain diolahnya profesional  jd tidak menimbulkan kerusakan mesin  nha klo indonesia ? aplg dibawah bahlil  cuman dioplos doank ga diolah lg🗿,negara lain diolahnya profesional jd tidak menimbulkan kerusakan mesin nha kalau indonesia ? aplg dibawah bahlil cuma dioplos doank tidak diolah lg🗿,0.0,0.9976065158843994,0
861,Betul sekali Pak Bahlil👍👍👍,1,2025-10-10 14:27:57+00:00,betul sekali pak bahlil👍👍,betul sekali pak bahlil👍👍,1.0,0.9990419745445251,1
862,tag radit depaul,2,2025-10-15 07:36:21+00:00,tag radit depaul,tag radit depaul,,0.9982914328575134,0
864,apa nggak ada orang lain di negri ini,4,2025-10-10 12:18:11+00:00,apa nggak ada orang lain di negri ini,apa tidak ada orang lain di negri ini,0.0,0.998764157295227,0
865,Bahlil B nya apaa?,4,2025-10-11 01:04:04+00:00,bahlil b nya apaa?,bahlil b nya apaa?,0.0,0.9893051385879517,0
866,orang ini lagi,1,2025-10-10 23:51:17+00:00,orang ini lagi,orang ini lagi,0.0,0.9988566637039185,0
867,sdh waktunya ahli otomotif turun tangan bersuara,3,2025-10-10 10:06:25+00:00,sdh waktunya ahli otomotif turun tangan bersuara,sudah waktunya ahli otomotif turun tangan bersuara,,0.922858476638794,0
868,"Di negara lain kendaraan nya sudah di rancang untuk bisa menerima BBM seperti itu,sedangkan di Indonesia belum,itu yg jadi masalahnya,bukan soal bagus atau gak bagus",2,2025-10-17 10:54:23+00:00,di negara lain kendaraan nya sudah di rancang untuk bisa menerima bbm seperti itu sedangkan di indonesia belum itu yg jadi masalahnya bukan soal bagus atau gak bagus,di negara lain kendaraan nya sudah di rancang untuk bisa menerima bbm seperti itu sedangkan di indonesia belum itu yang jadi masalahnya bukan soal bagus atau tidak bagus,0.0,0.9555209279060364,0
870,bahlil p nya apa,1,2025-10-17 11:08:29+00:00,bahlil p nya apa,bahlil p nya apa,,0.9731019735336304,0
871,bapak bukan mekanik pakk,4,2025-10-11 01:40:54+00:00,bapak bukan mekanik pakk,bapak bukan mekanik pakk,0.0,0.8144361972808838,0
872,Bahlil b nya apa?,2,2025-10-17 06:00:00+00:00,bahlil b nya apa?,bahlil b nya apa?,0.0,0.9922879934310913,0
873,he sepeda ku brebet anj,0,2025-11-08 11:43:06+00:00,he sepeda ku brebet anj,he sepeda ku brebet anjing,,0.9698718786239624,0
874,2 tak gimana lil,0,2025-10-30 07:15:50+00:00,2 tak gimana lil,2 tak gimana lil,0.0,0.998491644859314,0
875,Kocaaaakkkk......,0,2025-11-03 06:20:46+00:00,kocaakk..,kocaakk..,0.0,0.999140739440918,0
876,kakean yaping🗿,0,2025-10-30 12:06:02+00:00,kakean yaping🗿,kakean yaping🗿,1.0,0.9903044104576111,1
877,apa ini cokk..,0,2025-10-30 06:43:14+00:00,apa ini cokk..,apa ini cokk..,0.0,0.99320387840271,0
878,sakit.,0,2025-10-30 08:28:09+00:00,sakit.,sakit.,0.0,0.9977973699569702,0
879,"Baguslah, banyak kereta yg mogok masuk bengkel.",0,2025-11-03 17:50:31+00:00,baguslah  banyak kereta yg mogok masuk bengkel.,baguslah banyak kereta yang mogok masuk bengkel.,1.0,0.6516038179397583,1
880,"brarti tiru""negara lain..",0,2025-10-30 12:07:54+00:00,brarti tiru negara lain..,brarti tiru negara lain..,0.0,0.9980284571647644,0
881,"orang kok lucu banget cara bicaranya
klau Bagus incipi dulu pak buat bersihin lambung 😀",0,2025-10-31 13:15:30+00:00,"orang kok lucu banget cara bicaranya
klau bagus incipi dulu pak buat bersihin lambung",orang kok lucu banget cara bicaranya klau bagus incipi dulu pak buat bersihin lambung,0.0,0.9711711406707764,0
882,tolong gerinda di evaluasi,0,2025-10-30 11:11:19+00:00,tolong gerinda di evaluasi,tolong gerinda di evaluasi,,0.9989356398582458,0
883,ya kalo pake etanol full pamp motor metic gmn🤭,0,2025-11-03 22:54:18+00:00,ya kalo pake etanol full pamp motor metic gmn🤭,ya kalau pake etanol full pamp motor metic gmn🤭,,0.9954108595848083,0
884,dehh,0,2025-10-30 12:12:24+00:00,dehh,dehh,0.0,0.9984657764434814,0
885,saya takut motor cepat rusak pakai etanol,0,2025-10-30 06:39:32+00:00,saya takut motor cepat rusak pakai etanol,saya takut motor cepat rusak pakai etanol,0.0,0.9974753260612488,0
886,ya karena kendaraan di sana uda baru dan bagus Indonesia sendiri apa?,0,2025-11-09 04:11:01+00:00,ya karena kendaraan di sana uda baru dan bagus indonesia sendiri apa?,ya karena kendaraan di sana uda baru dan bagus indonesia sendiri apa?,1.0,0.9410831332206726,1
887,Karepmu,0,2025-11-09 03:35:33+00:00,karepmu,karepmu,1.0,0.9978316426277161,1
888,emang kamu ahli KIMIA,0,2025-11-07 12:53:36+00:00,emang kamu ahli kimia,emang kamu ahli kimia,0.0,0.8541842103004456,0
889,matamu buta bro,0,2025-11-09 14:12:36+00:00,matamu buta bro,matamu buta teman,0.0,0.9994359612464905,0
890,negara lain mesin nya udah siap memakai etanol omm sedang kan kendaraan endonesa belum bisa,0,2025-11-10 05:00:01+00:00,negara lain mesin nya udah siap memakai etanol omm sedang kan kendaraan endonesa belum bisa,negara lain mesin nya sudah siap memakai etanol omm sedang kan kendaraan endonesa belum bisa,,0.9926043748855591,0
891,sudah campur ethanol nnti harganya malah tetap mahal awas aja kau lill...,0,2025-11-09 09:15:04+00:00,sudah campur ethanol nnti harganya malah tetap mahal awas aja kau lill..,sudah campur ethanol nnti harganya malah tetap mahal awas aja kau lill..,0.0,0.9990460276603699,0
892,perusak kendaraan aja lu bahlul,0,2025-11-06 14:18:13+00:00,perusak kendaraan aja lu bahlul,perusak kendaraan aja kamu bahlul,0.0,0.9994348883628845,0
893,perasaan sebelum dia ngejabat negara adem aja...😭😭,0,2025-11-06 12:16:11+00:00,perasaan sebelum dia ngejabat negara adem aja..😭😭,perasaan sebelum dia ngejabat negara adem aja..😭😭,1.0,0.9298927187919617,1
894,ngakak,0,2025-11-09 14:35:32+00:00,ngakak,ngakak,0.0,0.9988923668861389,0
895,demo lah kawan masak rakyat harus di giniin terus banyak pengguna motor jadul jadi kita harus berdemo lagi karna keinginan pemerintah sendiri kita demo,4,2025-10-10 09:54:15+00:00,demo lah kawan masak rakyat harus di giniin terus banyak pengguna motor jadul jadi kita harus berdemo lagi karna keinginan pemerintah sendiri kita demo,demo lah kawan masak rakyat harus di giniin terus banyak pengguna motor jadul jadi kita harus berdemo lagi karna keinginan pemerintah sendiri kita demo,0.0,0.9994474053382874,0
896,jadi keinget film Cars tentang balapan yang memakai etanol,1,2025-10-09 04:31:43+00:00,jadi keinget film cars tentang balapan yang memakai etanol,jadi keinget film cars tentang balapan yang memakai etanol,,0.7650835514068604,0
897,pak prabowo ketiduran apa sengaja tidur ya punya mentri gini amat,2,2025-10-11 02:21:59+00:00,pak prabowo ketiduran apa sengaja tidur ya punya mentri gini amat,pak prabowo ketiduran apa sengaja tidur ya punya mentri gini amat,0.0,0.9891613125801086,0
898,inget film Cars di pakai untuk balap meleduk mobil nya,2,2025-10-09 05:26:03+00:00,inget film cars di pakai untuk balap meleduk mobil nya,inget film cars di pakai untuk balap meleduk mobil nya,,0.9910824298858643,0
899,"yg bisa jadi seniper sp sih ,kalo aku bisa udah dari kemaren maren",2,2025-10-09 02:59:51+00:00,yg bisa jadi seniper sp sih  kalo aku bisa udah dari kemaren maren,yang bisa jadi seniper sp ya kalau saya bisa sudah dari kemaren maren,,0.865516722202301,0
901,etanol biki tengki kendaraan berkarat,4,2025-10-09 04:27:30+00:00,etanol biki tengki kendaraan berkarat,etanol biki tengki kendaraan berkarat,,0.9981694221496582,0
902,bersama Bahlil kita menuju bengkel🗿,3,2025-10-09 04:15:20+00:00,bersama bahlil kita menuju bengkel🗿,bersama bahlil kita menuju bengkel🗿,,0.9825701117515564,0
903,Bahlil B nya apa?,2,2025-10-09 05:56:04+00:00,bahlil b nya apa?,bahlil b nya apa?,0.0,0.9922879934310913,0
904,"mau isi shell,bp atau vivo tp pd nutup terpaksa beli ke pertamina dan akhirnya tanki motor karatan 😔rotak full pump jga jd penuh karat smpe ke injektor isi nya karat motor jd brebet😩",2,2025-10-09 02:58:17+00:00,mau isi shell bp atau vivo tp pd nutup terpaksa beli ke pertamina dan akhirnya tanki motor karatan  rotak full pump jga jd penuh karat smpe ke injektor isi nya karat motor jd brebet,mau isi shell bp atau vivo tapi pada nutup terpaksa beli ke pertamina dan akhirnya tanki motor karatan rotak full pump jga jd penuh karat smpe ke injektor isi nya karat motor jd brebet,,0.9167320728302002,0
905,"kenapa SPBU swasta ga pake campur etanol karena ga ada kebijakannya, kalau diluar negeriSPBU swasta kayak Shell pake campuran juga. masalahnya ini BBM kita aja kualitasnya masih jelek tapi ngomong minyak bersih, kalau mau mengurangi impor bikin kilang baru",2,2025-10-09 02:41:31+00:00,kenapa spbu swasta ga pake campur etanol karena ga ada kebijakannya  kalau diluar negerispbu swasta kayak shell pake campuran juga. masalahnya ini bbm kita aja kualitasnya masih jelek tapi ngomong minyak bersih  kalau mau mengurangi impor bikin kilang baru,kenapa spbu swasta tidak pake campur etanol karena tidak ada kebijakannya kalau diluar negerispbu swasta kayak shell pake campuran juga. masalahnya ini bbm kita aja kualitasnya masih jelek tapi ngomong minyak bersih kalau mau mengurangi impor bikin kilang baru,0.0,0.9989743232727051,0
906,pancing pancing demo lagi 🤣,4,2025-10-09 03:24:04+00:00,pancing pancing demo lagi 🤣,pancing pancing demo lagi 🤣,0.0,0.8515924215316772,0
907,Cara bicarannya tersusun rapih😁,3,2025-10-09 04:44:11+00:00,cara bicarannya tersusun rapih😁,cara bicarannya tersusun rapih😁,1.0,0.996217668056488,1
909,guwendenggg ancenn😭😭,2,2025-10-09 03:28:26+00:00,guwendengg ancenn😭😭,guwendengg ancenn😭😭,1.0,0.9985958933830261,1
911,apa masarakat akan diam aja lihat aturan kaya gini ????,2,2025-10-09 03:22:21+00:00,apa masarakat akan diam aja lihat aturan kaya gini ??,apa masarakat akan diam aja lihat aturan kaya gini ??,0.0,0.9992483258247375,0
912,Hancur motor kena etanol. Tangki bensin berkarat,4,2025-10-09 03:27:54+00:00,hancur motor kena etanol. tangki bensin berkarat,hancur motor kena etanol. tangki bensin berkarat,0.0,0.9992254972457886,0
913,"bersih gimana , orang etanol kalau sering di pakai malah jd berlumpur di tangkinya. udah banyak kok penelitian nya .",3,2025-10-09 03:24:52+00:00,bersih gimana   orang etanol kalau sering di pakai malah jd berlumpur di tangkinya. udah banyak kok penelitian nya .,bersih gimana orang etanol kalau sering di pakai malah jd berlumpur di tangkinya. sudah banyak kok penelitian nya .,0.0,0.9955553412437439,0
914,syarat kerja di Indonesia 1. Berpenampilan Menarik,2,2025-10-09 11:37:44+00:00,syarat kerja di indonesia 1. berpenampilan menarik,syarat kerja di indonesia 1. berpenampilan menarik,,0.9880568981170654,0
915,"BENSIN ? bapak lupa ya sekrng ini rakyat sudah pakai pertalit,pertamax/turbo ?",2,2025-10-09 08:19:12+00:00,bensin ? bapak lupa ya sekrng ini rakyat sudah pakai pertalit pertamax turbo ?,bensin ? bapak lupa ya sekrng ini rakyat sudah pakai pertalit pertamax turbo ?,0.0,0.9785898327827454,0
916,supaya gak impor makanya bikin kilang,2,2025-10-09 03:00:06+00:00,supaya gak impor makanya bikin kilang,supaya tidak impor makanya bikin kilang,,0.9848279356956482,0
917,Bahlil lulusan mana ya kok pinter?,2,2025-10-09 03:02:52+00:00,bahlil lulusan mana ya kok pinter?,bahlil lulusan mana ya kok pinter?,0.0,0.9970225691795349,0
918,"Negara-negara maju pun banyak yang pake etanol, yang jadi masalah itu bukan etanolnya, tapi dilapangan etanol yang beredar lebih dari 10% yang bisa merusak mesin.",4,2025-10-09 04:49:24+00:00,negara negara maju pun banyak yang pake etanol  yang jadi masalah itu bukan etanolnya  tapi dilapangan etanol yang beredar lebih dari 10  yang bisa merusak mesin.,negara negara maju pun banyak yang pake etanol yang jadi masalah itu bukan etanolnya tapi dilapangan etanol yang beredar lebih dari 10 yang bisa merusak mesin.,0.0,0.9876711368560791,0
919,indonesia. pemerintah harus di ganti,0,2025-11-11 11:50:18+00:00,indonesia. pemerintah harus di ganti,indonesia. pemerintah harus di ganti,0.0,0.9594646692276001,0
920,lulusan sd kah?,0,2025-11-05 02:13:06+00:00,lulusan sd kah?,lulusan sd kah?,0.0,0.9975165128707886,0
921,rusakk bangsat motor gua,0,2025-11-03 15:13:21+00:00,rusakk bangsat motor gua,rusakk bangsat motor gua,0.0,0.9994300007820129,0
922,betul mas 👍👍👍,0,2025-11-05 01:27:55+00:00,betul mas 👍👍,betul kakak 👍👍,1.0,0.9993323683738708,1
923,10% etanol.. 40% air.. 😂😂😂,0,2025-11-12 23:20:23+00:00,10  etanol.. 40  air.. 😂😂,10 etanol.. 40 air.. 😂😂,0.0,0.9400378465652466,0
924,betul sekali,0,2025-11-06 15:11:49+00:00,betul sekali,betul sekali,1.0,0.9970682263374329,1
925,"agar bisa korupsi besar2 an🤣🤣🤣
PENJAHAT berkedok PEJABAT dan aparat. taukan siapa penjahat nya",0,2025-11-10 22:36:02+00:00,"agar bisa korupsi besar2 an🤣🤣
penjahat berkedok pejabat dan aparat. taukan siapa penjahat nya",agar bisa korupsi besar2 an🤣🤣 penjahat berkedok pejabat dan aparat. taukan siapa penjahat nya,0.0,0.9994530081748962,0
926,Bayar buat beli bensinnya juga saya campur pake daon pisang bole pak? 🤣🤣,0,2025-11-06 14:18:49+00:00,bayar buat beli bensinnya juga saya campur pake daon pisang bole pak? 🤣🤣,bayar buat beli bensinnya juga saya campur pake daon pisang bole pak? 🤣🤣,,0.9649192094802856,0
927,"mereka kepingin untung sekaligus cepat merusak mesin, jika mesin sudah rusak pasti' lingkungan bersih karena pada rusak semua mesin...",0,2025-11-13 12:56:59+00:00,mereka kepingin untung sekaligus cepat merusak mesin  jika mesin sudah rusak pasti  lingkungan bersih karena pada rusak semua mesin..,mereka kepingin untung sekaligus cepat merusak mesin jika mesin sudah rusak pasti lingkungan bersih karena pada rusak semua mesin..,0.0,0.9972768425941467,0
928,Bahlil B nya apa ba,2,2025-10-15 12:40:20+00:00,bahlil b nya apa ba,bahlil b nya apa ba,,0.9795569181442261,0
929,bahlil waktu kecil,2,2025-10-17 13:09:47+00:00,bahlil waktu kecil,bahlil waktu kecil,,0.954986572265625,0
931,he pak Bahlil ....negara lain bagian mna ..iklimnya kayak gimna ...indonesia ini panas pak bahlil,0,2025-11-02 02:17:29+00:00,he pak bahlil ..negara lain bagian mna ..iklimnya kayak gimna ..indonesia ini panas pak bahlil,he pak bahlil ..negara lain bagian mna ..iklimnya kayak gimna ..indonesia ini panas pak bahlil,0.0,0.9860846996307373,0
932,jualen nang negara lain ndeng ojo jual nang kene,0,2025-11-10 22:40:01+00:00,jualen nang negara lain ndeng ojo jual nang kene,jualen nang negara lain ndeng ojo jual nang kene,,0.9962388277053833,0
933,stress,0,2025-11-07 09:26:46+00:00,stress,stress,0.0,0.9975073933601379,0
934,beda mesinnya indonesi dengan mesinnya negara lain😂😂,0,2025-11-15 06:08:42+00:00,beda mesinnya indonesi dengan mesinnya negara lain😂😂,beda mesinnya indonesi dengan mesinnya negara lain😂😂,0.0,0.9885215759277344,0
935,Sebutin negara” yang pake ethanol,0,2025-11-02 13:05:28+00:00,sebutin negara  yang pake ethanol,sebutin negara yang pake ethanol,,0.935683012008667,0
936,"bukti OPO caaak cak
buktine kendaraan mogok t",0,2025-11-02 02:32:33+00:00,"bukti opo caak cak
buktine kendaraan mogok t",bukti opo caak cak buktine kendaraan mogok t,,0.9983651041984558,0
938,Bahlil b nya apa?,0,2025-11-02 05:16:30+00:00,bahlil b nya apa?,bahlil b nya apa?,0.0,0.9922879934310913,0
939,cuaca beda pak 😏,0,2025-11-02 05:06:16+00:00,cuaca beda pak 😏,cuaca beda pak 😏,0.0,0.9208797812461853,0
940,bilang aja mau cari untung,0,2025-11-07 00:23:26+00:00,bilang aja mau cari untung,bilang aja mau cari untung,0.0,0.9984278678894043,0
941,negara mana yg pane etanol,0,2025-11-02 00:54:49+00:00,negara mana yg pane etanol,negara mana yang pane etanol,,0.991048276424408,0
942,auranya kayak anies,0,2025-11-06 16:28:18+00:00,auranya kayak anies,auranya kayak anies,0.0,0.9880829453468323,0
943,teori dengan praktek beda lul BAHLUL,0,2025-11-06 13:12:39+00:00,teori dengan praktek beda lul bahlul,teori dengan praktek beda lul bahlul,0.0,0.9680686593055725,0
944,"Pak2 cobalah berfikir logika nalarnya ituloh ya Allah, fasilitas di negara kita ini beda jauh sama negara lain yg udah super canggih",0,2025-11-04 17:22:08+00:00,pak2 cobalah berfikir logika nalarnya ituloh ya allah  fasilitas di negara kita ini beda jauh sama negara lain yg udah super canggih,pak2 cobalah berfikir logika nalarnya ituloh ya allah fasilitas di negara kita ini beda jauh sama negara lain yang sudah super canggih,0.0,0.9992063641548157,0
946,Bahlil apa Bahlul?,2,2025-10-17 04:22:15+00:00,bahlil apa bahlul?,bahlil apa bahlul?,0.0,0.9977837204933167,0
947,model Bahlil di pake ga ya buat negara lain,4,2025-10-13 10:14:17+00:00,model bahlil di pake ga ya buat negara lain,model bahlil di pake tidak ya buat negara lain,0.0,0.982404887676239,0
948,negara sebesar ini bebannya cuma bahlil,2,2025-10-14 09:55:12+00:00,negara sebesar ini bebannya cuma bahlil,negara sebesar ini bebannya cuma bahlil,0.0,0.9901806116104126,0
949,hmm,2,2025-10-14 09:43:48+00:00,hmm,hmm,0.0,0.8738905191421509,0
951,bahlil: yang tidak bagus itu adalah muka saya,2,2025-10-13 05:25:05+00:00,bahlil  yang tidak bagus itu adalah muka saya,bahlil yang tidak bagus itu adalah muka saya,0.0,0.9992145299911499,0
952,masih kici kici nona🥰,2,2025-10-13 02:51:00+00:00,masih kici kici nona🥰,masih kici kici nona🥰,,0.9813439846038818,0
953,emang g bagus pak,2,2025-10-12 08:59:50+00:00,emang g bagus pak,emang g bagus pak,0.0,0.9962318539619446,0
954,sepertinya bahlil meminta kita untuk mendemo rumah nya🤣,2,2025-10-10 15:31:25+00:00,sepertinya bahlil meminta kita untuk mendemo rumah nya🤣,sepertinya bahlil meminta kita untuk mendemo rumah nya🤣,,0.9982909560203552,0
955,hihihi,2,2025-10-09 23:52:08+00:00,hihihi,hihihi,1.0,0.9984873533248901,1
956,bukti banyak motor mogok,0,2025-11-04 03:41:01+00:00,bukti banyak motor mogok,bukti banyak motor mogok,0.0,0.9832593202590942,0
957,kenyihhhj,0,2025-11-04 06:08:20+00:00,kenyihhj,kenyihhj,1.0,0.9984354376792908,1
959,pemerintah sekarg seperti nya mauembuat masarakat miskin,0,2025-11-12 05:03:14+00:00,pemerintah sekarg seperti nya mauembuat masarakat miskin,pemerintah sekarg seperti nya mauembuat masarakat miskin,0.0,0.9993119239807129,0
960,BPK ini mewakili rakyat Indonesia .,0,2025-11-07 23:54:10+00:00,bpk ini mewakili rakyat indonesia .,bpk ini mewakili rakyat indonesia .,,0.9986929297447205,0
961,Sepertinya Pak Prabowo salah pilih menteri ini...,0,2025-11-14 05:48:43+00:00,sepertinya pak prabowo salah pilih menteri ini..,sepertinya pak prabowo salah pilih menteri ini..,0.0,0.9930983185768127,0
962,kelewat pinter pak bahlil,0,2025-11-12 00:05:57+00:00,kelewat pinter pak bahlil,kelewat pinter pak bahlil,0.0,0.9988265633583069,0
964,"skrg bnyk yg beralih ke pom kuning sama ijo,😁😁merah putih udah mulai sepi,",0,2025-11-07 14:31:08+00:00,skrg bnyk yg beralih ke pom kuning sama ijo 😁😁merah putih udah mulai sepi,sekarang bnyk yang beralih ke pom kuning sama ijo 😁😁merah putih sudah mulai sepi,0.0,0.966869592666626,0
966,bosok pak,0,2025-11-07 13:08:45+00:00,bosok pak,bosok pak,1.0,0.9059368371963501,1
967,Duuh ganti aj bahlil kebijakan ap lgi ini lama rakyat bs kuk nepal sdh semakin hari rakyat dipermainkan🙏🙏,0,2025-11-14 01:49:28+00:00,duuh ganti aj bahlil kebijakan ap lgi ini lama rakyat bs kuk nepal sdh semakin hari rakyat dipermainkan🙏🙏,duuh ganti aj bahlil kebijakan ap lagi ini lama rakyat bs kuk nepal sudah semakin hari rakyat dipermainkan🙏🙏,0.0,0.9994762539863586,0
968,ramah apanee pakkk pakkk...mbrebettt kabeh motore 😂,0,2025-11-07 10:07:15+00:00,ramah apanee pakk pakk..mbrebett kabeh motore 😂,ramah apanee pakk pakk..mbrebett kabeh motore 😂,1.0,0.9638472199440002,1
969,total hari ini sopo sing ganti pak Bahlil atau bahlul,0,2025-11-07 08:49:31+00:00,total hari ini sopo sing ganti pak bahlil atau bahlul,total hari ini sopo sing ganti pak bahlil atau bahlul,,0.9969158172607422,0
970,tapi ni mobil kalo di kasih campuran etanol makin kenceng bangg,0,2025-11-11 12:27:38+00:00,tapi ni mobil kalo di kasih campuran etanol makin kenceng bangg,tapi ni mobil kalau di kasih campuran etanol makin kenceng bangg,,0.9177467226982117,0
971,saking ramah lingkungan sampe pada mati smua motor,0,2025-11-07 07:46:30+00:00,saking ramah lingkungan sampe pada mati smua motor,saking ramah lingkungan sampe pada mati smua motor,0.0,0.8311852216720581,0
972,balek pecat aza ok,0,2025-11-07 06:53:42+00:00,balek pecat aza ok,balek pecat aza baik,0.0,0.9911003708839417,0
973,demo demo demo pecat Bahlil pecat bahlil,0,2025-11-07 06:05:15+00:00,demo demo demo pecat bahlil pecat bahlil,demo demo demo pecat bahlil pecat bahlil,,0.6548551321029663,0
974,LANGSUNG CARI,0,2025-11-07 05:45:07+00:00,langsung cari,langsung cari,,0.7226551175117493,0
975,kalo ada demo kabarin 🔥,0,2025-11-11 16:55:45+00:00,kalo ada demo kabarin 🔥,kalau ada demo kabarin 🔥,,0.9857882857322693,0
976,itu diluar banyak motor yang rusak setelah isi BBM di SPBU.... gimana menteri ESDMnya tu..... mohon perhatian untuk bapak Presiden Prabowo🙏,0,2025-11-07 03:40:02+00:00,itu diluar banyak motor yang rusak setelah isi bbm di spbu.. gimana menteri esdmnya tu.. mohon perhatian untuk bapak presiden prabowo🙏,itu diluar banyak motor yang rusak setelah isi bbm di spbu.. gimana menteri esdmnya tu.. mohon perhatian untuk bapak presiden prabowo🙏,0.0,0.8957534432411194,0
977,Betul Bang cari untung sendiri bahlul itu orang botol bodoh dan tolol,0,2025-11-07 03:14:21+00:00,betul bang cari untung sendiri bahlul itu orang botol bodoh dan tolol,betul bang cari untung sendiri bahlul itu orang botol bodoh dan tolol,0.0,0.9994864463806152,0
978,yg tau rumah Bahlil??,0,2025-11-07 02:01:57+00:00,yg tau rumah bahlil??,yang tau rumah bahlil??,0.0,0.7970348000526428,0
979,Warga konoha lo berapa pun di beli kok malah lagi lagi di campur campur. Ujung ujungnya nanti merugikan konoha juga,0,2025-11-12 00:27:06+00:00,warga konoha lo berapa pun di beli kok malah lagi lagi di campur campur. ujung ujungnya nanti merugikan konoha juga,warga konoha kamu berapa pun di beli kok malah lagi lagi di campur campur. ujung ujungnya nanti merugikan konoha juga,0.0,0.9994470477104187,0
980,Si.......,0,2025-11-11 02:30:37+00:00,si..,si..,0.0,0.9983162879943848,0
981,wajahnya sekilas mirip Abah anies😭,0,2025-11-06 16:29:07+00:00,wajahnya sekilas mirip abah anies😭,wajahnya sekilas mirip abah anies😭,1.0,0.9489565491676331,1
982,menengo lil,0,2025-11-06 16:16:23+00:00,menengo lil,menengo lil,,0.7108874320983887,0
984,kita liat kalo banyak motor yang rusak gegara isi bensin di pertamina apakah si b2i itu akan bertanggung jawab,3,2025-10-10 13:39:04+00:00,kita liat kalo banyak motor yang rusak gegara isi bensin di pertamina apakah si b2i itu akan bertanggung jawab,kita liat kalau banyak motor yang rusak gegara isi bensin di pertamina apakah si b2i itu akan bertanggung jawab,0.0,0.9984820485115051,0
986,woi anjjjjjj bahlil,2,2025-10-10 10:22:26+00:00,woi anjj bahlil,woi anjj bahlil,,0.9980261921882629,0
987,bahlil menurut bmkg.,1,2025-10-17 05:39:16+00:00,bahlil menurut bmkg.,bahlil menurut bmkg.,,0.9879661202430725,0
988,Ini mentri jenius 😂,0,2025-10-30 10:42:15+00:00,ini mentri jenius 😂,ini mentri jenius 😂,0.0,0.6764113903045654,0
989,"itu kan negara lain. bukan negara Indonesia
udah banyak contohnya sepeda motor mogok pak 🙏",0,2025-10-30 09:56:59+00:00,"itu kan negara lain. bukan negara indonesia
udah banyak contohnya sepeda motor mogok pak 🙏",itu kan negara lain. bukan negara indonesia sudah banyak contohnya sepeda motor mogok pak 🙏,0.0,0.9982819557189941,0
990,mgkin di negara saranjana yg pkai etanol bagus,0,2025-10-30 23:58:25+00:00,mgkin di negara saranjana yg pkai etanol bagus,mgkin di negara saranjana yang pkai etanol bagus,0.0,0.8033312559127808,0
991,pantes pada banyak yg rusak motor,0,2025-11-08 06:38:24+00:00,pantes pada banyak yg rusak motor,pantes pada banyak yang rusak motor,0.0,0.9989442229270935,0
992,eeedaaaaan tenan,0,2025-11-14 09:46:49+00:00,eedaan tenan,eedaan tenan,1.0,0.9935134053230286,1
995,itu negara lain boss....ini negara Indonesia duh piye kang Bahlil iki,0,2025-11-06 12:16:40+00:00,itu negara lain boss..ini negara indonesia duh piye kang bahlil iki,itu negara lain boss..ini negara indonesia duh piye kang bahlil iki,0.0,0.9959726929664612,0
996,bacotnya bahlul bikin eneg,0,2025-11-06 06:00:22+00:00,bacotnya bahlul bikin eneg,bacotnya bahlul bikin eneg,0.0,0.9798934459686279,0
997,produksi dulu motor yang make etanol😭,0,2025-11-06 04:52:46+00:00,produksi dulu motor yang make etanol😭,produksi dulu motor yang make etanol😭,,0.9981555342674255,0
998,lagi dabrus,0,2025-11-05 13:38:19+00:00,lagi dabrus,lagi dabrus,0.0,0.8165593147277832,0
999,kuakitas kendaraan di negara lain saja sudah beda jgn di samain di indonesia,0,2025-11-05 13:09:09+00:00,kuakitas kendaraan di negara lain saja sudah beda jgn di samain di indonesia,kuakitas kendaraan di negara lain saja sudah beda jangan di samain di indonesia,0.0,0.9993126392364502,0
1000,Bahlil b nya apa,0,2025-11-05 10:39:31+00:00,bahlil b nya apa,bahlil b nya apa,,0.844081461429596,0
1001,?,0,2025-11-05 06:20:02+00:00,?,?,0.0,0.986828088760376,0
